A,B,C,D,E,F,G,H,I,J,K,L,WC,we,negate,compare,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,certain,health,achieve,reward,risk,work,leisure,home,death,swear,netspeak
salesforce,2020-01-03 20:33:40,1213196752448299008,"We're only a few days away from taking on #CES2020! 

Join us on the ground or from the comfort of your sofa as we… https://t.co/Koo3ae6sYE","We're only a few days away from taking on #CES2020! 

Join us on the ground or from the comfort of your sofa as we… https://t.co/Koo3ae6sYE",,,10,38,,en,,29,10.34,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,3.45,0.0,0.0,3.45
Cognizant,2020-01-23 09:30:52,1220277709588385793,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/DNZKn8hWdQ,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/DNZKn8hWdQ,,,3,12,,en,,29,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,17.24,0.0,0.0,3.45,3.45,0.0,0.0,3.45,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45
SPGlobal,2020-01-23 10:55:06,1220298909815332865,"""S&amp;P 500 utilities companies with a market cap of $515 billion own at least one asset at high risk of wildfire, exp… https://t.co/AOA2WWw7cj","""S&amp;P 500 utilities companies with a market cap of $515 billion own at least one asset at high risk of wildfire, exp… https://t.co/AOA2WWw7cj",,,2,3,,en,,29,0.0,0.0,3.45,3.45,0.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,6.9,0.0,0.0,0.0,0.0,3.45
Cognizant,2020-02-04 16:00:23,1224724391675813889,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/rrQOsMQmNy,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/rrQOsMQmNy,,,2,9,,en,,29,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,17.24,0.0,0.0,3.45,3.45,0.0,0.0,3.45,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45
Cognizant,2020-02-18 16:05:11,1229799026041729026,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/xN1c2SQgu6,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/xN1c2SQgu6,,,2,11,,en,,29,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,17.24,0.0,0.0,3.45,3.45,0.0,0.0,3.45,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45
Cognizant,2020-03-02 22:05:11,1234600668343754753,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/IerSaPet8q,Did you know 75.9% of women and 73% of men would be more likely to stay at their current employer if they created a… https://t.co/IerSaPet8q,,,3,7,,en,,29,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,17.24,0.0,0.0,3.45,3.45,0.0,0.0,3.45,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45
Nasdaq,2020-03-20 20:15:01,1241095925235359752,"Spring has arrived! 🌸

We know many of you are working from home right now. We want to inspire you to take a break… https://t.co/85prPZS0Mk","Spring has arrived! 🌸

We know many of you are working from home right now. We want to inspire you to take a break… https://t.co/85prPZS0Mk",,,8,32,,en,,29,6.9,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.0,3.45,0.0,3.45,0.0,0.0,3.45
SPGlobal,2020-04-08 20:00:24,1247977617313214465,PowerToFly recently featured S&amp;P Global in a piece about how crises can bring out the best in us - and the ways com… https://t.co/VLi3Z04855,PowerToFly recently featured S&amp;P Global in a piece about how crises can bring out the best in us - and the ways com… https://t.co/VLi3Z04855,,,0,2,,en,,29,3.45,0.0,6.9,3.45,3.45,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,0.0,3.45
salesforce,2020-04-12 21:00:08,1249442199575703554,"Support SMBs:
1️⃣Shop local — even when you shop online
2️⃣Refer your friends
3️⃣Purchase gift cards or pay in adva… https://t.co/08S8ySlF86","Support SMBs:
1️⃣Shop local — even when you shop online
2️⃣Refer your friends
3️⃣Purchase gift cards or pay in adva… https://t.co/08S8ySlF86",,,10,40,,en,,29,0.0,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,10.34,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,10.34,0.0,0.0,0.0,3.45
salesforce,2020-04-28 18:00:11,1255195118987907073,"“For all of you out there watching, it is an honor to have you let Metallica make a difference in your life. It mak… https://t.co/0RDwtKbWlW","“For all of you out there watching, it is an honor to have you let Metallica make a difference in your life. It mak… https://t.co/0RDwtKbWlW",,,17,99,,en,,29,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45
salesforce,2020-05-04 18:38:46,1257379157421502467,"“We need to have an open mind so we can all be ready to participate in this new economy.""

@Benioff speaks to the i… https://t.co/iCqu9V9uWI","“We need to have an open mind so we can all be ready to participate in this new economy.""

@Benioff speaks to the i… https://t.co/iCqu9V9uWI",,,23,55,,en,,29,6.9,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45
salesforce,2020-05-19 19:01:47,1262820765017075713,"""We’re at a point now where we are going to open almost every community and we are going to do it safely with data.… https://t.co/Y7kGv8qcai","""We’re at a point now where we are going to open almost every community and we are going to do it safely with data.… https://t.co/Y7kGv8qcai",,,1,7,,en,,29,10.34,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,3.45
salesforce,2020-05-27 21:11:20,1265752473878265857,The future of education is being built now and we all have a role to play. Join us for a celebration of students an… https://t.co/asz9iTfh4i,The future of education is being built now and we all have a role to play. Join us for a celebration of students an… https://t.co/asz9iTfh4i,,,17,58,,en,,29,6.9,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,3.45,0.0,3.45,0.0,0.0,6.9,6.9,0.0,0.0,0.0,3.45
salesforce,2020-06-23 15:57:16,1275457905957969920,"“Not only is it important for me to speak out, but for everyone to speak out no matter what your platform is. You c… https://t.co/jBKX5TenWQ","“Not only is it important for me to speak out, but for everyone to speak out no matter what your platform is. You c… https://t.co/jBKX5TenWQ",,,5,20,,en,,29,0.0,6.9,0.0,3.45,3.45,0.0,0.0,0.0,0.0,17.24,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45
Cognizant,2020-06-23 18:30:00,1275496342513745921,"The city of Chicago uses 12 #data variables to assess which of their 7,000 high-risk restaurants to send 35 food in… https://t.co/2Hbgq8SHOW","The city of Chicago uses 12 #data variables to assess which of their 7,000 high-risk restaurants to send 35 food in… https://t.co/2Hbgq8SHOW",,,2,19,,en,,29,0.0,0.0,0.0,3.45,0.0,3.45,3.45,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,3.45,0.0,0.0,0.0,3.45
SPGlobal,2020-01-22 19:02:48,1220059256302469122,S&amp;P Global Unveils The Big Picture on Corporate Climate Risk at WEF in Davos: https://t.co/74y8cMcf13 https://t.co/2VJp29hWWL,S&amp;P Global Unveils The Big Picture on Corporate Climate Risk at WEF in Davos: https://t.co/74y8cMcf13 https://t.co/2VJp29hWWL,,,2,4,,en,,29,0.0,0.0,0.0,3.45,0.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,6.9
Cognizant,2020-02-29 00:00:31,1233542526939914240,69% of IT will be #cloud-based in the next 18 months—start driving value or fall behind. https://t.co/NGWkAwv9T7 https://t.co/3TgRTBVwl1,69% of IT will be #cloud-based in the next 18 months—start driving value or fall behind. https://t.co/NGWkAwv9T7 https://t.co/3TgRTBVwl1,,,4,7,,en,,29,0.0,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
GoldmanSachs,2020-05-14 00:20:15,1260726585511997441,"“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/KN09dC4Ihv","“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/KN09dC4Ihv",,,4,15,,en,,29,3.45,3.45,3.45,3.45,0.0,3.45,3.45,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,10.34,3.45,0.0,0.0,0.0,6.9
GoldmanSachs,2020-05-16 20:00:18,1261748329303678976,"“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/dpFy6Ed1LK","“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/dpFy6Ed1LK",,,1,20,,en,,29,3.45,3.45,3.45,3.45,0.0,3.45,3.45,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,10.34,3.45,0.0,0.0,0.0,6.9
GoldmanSachs,2020-05-22 16:00:17,1263862253453029376,"“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/V4dVNwOefR","“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/V4dVNwOefR",,,4,12,,en,,29,3.45,3.45,3.45,3.45,0.0,3.45,3.45,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,10.34,3.45,0.0,0.0,0.0,6.9
GoldmanSachs,2020-05-25 17:00:16,1264964511402004481,"“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/t52iq9lMDO","“As a leader of a team, we don’t have the luxury to panic.” Dana White, founder and CEO of blow-dry salon Paralee B… https://t.co/t52iq9lMDO",,,3,10,,en,,29,3.45,3.45,3.45,3.45,0.0,3.45,3.45,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,10.34,3.45,0.0,0.0,0.0,6.9
SPGlobal,2020-04-22 01:12:10,1252767114898952194,The expiring May futures contract for NYMEX WTI crude spiked $47.64/b today to settle at $10.01/b. The S&amp;P 500 Inde… https://t.co/EdquXoDvI6,The expiring May futures contract for NYMEX WTI crude spiked $47.64/b today to settle at $10.01/b. The S&amp;P 500 Inde… https://t.co/EdquXoDvI6,,,0,0,,en,,29,0.0,0.0,0.0,3.45,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34
GoldmanSachs,2020-01-02 21:00:17,1212841063611850752,"“In a time where we need to see strength in our country, we need normal, real people getting involved in some way,… https://t.co/DLWMWjDZVr","“In a time where we need to see strength in our country, we need normal, real people getting involved in some way,… https://t.co/DLWMWjDZVr",,,7,24,,en,,27,11.11,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-01-06 16:01:21,1214215383403638785,Gaming is one of the fastest-growing forms of entertainment globally—and a hot topic at #CES2020. $GS Research expl… https://t.co/9v52iuyJ4F,Gaming is one of the fastest-growing forms of entertainment globally—and a hot topic at #CES2020. $GS Research expl… https://t.co/9v52iuyJ4F,,,8,15,,en,,27,0.0,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,7.41,0.0,0.0,0.0,3.7
Nasdaq,2020-01-07 00:00:00,1214335842602364931,"It is the first Monday of the year.  We are approximately

░░░░░░░░░░░░░░░ 1%

into 2020. What do you hope to accom… https://t.co/47zv3Z2Zxn","It is the first Monday of the year.  We are approximately

░░░░░░░░░░░░░░░ 1%

into 2020. What do you hope to accom… https://t.co/47zv3Z2Zxn",,,5,34,,en,,27,3.7,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
salesforce,2020-01-07 21:30:09,1214660518906085376,"You don't have to be a scientist, you don't have to be a programmer, @sbuscemi shares how we aim to make technology… https://t.co/bqJouyhdXm","You don't have to be a scientist, you don't have to be a programmer, @sbuscemi shares how we aim to make technology… https://t.co/bqJouyhdXm",,,9,42,,en,,27,3.7,7.41,0.0,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-01-11 16:00:29,1216027107735801858,"“I think when we see a little bit of ourselves somewhere, which is why representation is so important, you just fee… https://t.co/5bqfulMbS6","“I think when we see a little bit of ourselves somewhere, which is why representation is so important, you just fee… https://t.co/5bqfulMbS6",,,4,15,,en,,27,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-01-18 21:00:42,1218639373257842689,"“You’re going to continue to see the growth of the role of private markets, which I think is one really important t… https://t.co/rjn8mOW7IT","“You’re going to continue to see the growth of the role of private markets, which I think is one really important t… https://t.co/rjn8mOW7IT",,,9,26,,en,,27,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
SPGlobal,2020-01-20 21:20:09,1219369045549637636,"In the next few decades, millions of lives and trillions of dollars will be at risk because of a single issue: clim… https://t.co/tHYntEgkpB","In the next few decades, millions of lives and trillions of dollars will be at risk because of a single issue: clim… https://t.co/tHYntEgkpB",,,8,11,,en,,27,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-01-21 16:00:02,1219650873166573569,Sustainability is where the world is going—it's at the center of conversation at Goldman Sachs as well as a key top… https://t.co/o4RNOGuS3R,Sustainability is where the world is going—it's at the center of conversation at Goldman Sachs as well as a key top… https://t.co/o4RNOGuS3R,,,7,13,,en,,27,0.0,0.0,11.11,3.7,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
salesforce,2020-01-21 16:55:10,1219664746561114112,Stakeholder capitalism is the new corporate mandate. Join @Benioff ✨LIVE✨ at #wef20 as he shares his vision for a n… https://t.co/5R5HTL6eyL,Stakeholder capitalism is the new corporate mandate. Join @Benioff ✨LIVE✨ at #wef20 as he shares his vision for a n… https://t.co/5R5HTL6eyL,,,2,7,,en,,27,0.0,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,7.41,0.0,3.7,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
SPGlobal,2020-01-22 09:10:05,1219910093698949121,"In the next few decades, millions of lives and trillions of dollars will be at risk because of a single issue: How… https://t.co/NQPcdK81U1","In the next few decades, millions of lives and trillions of dollars will be at risk because of a single issue: How… https://t.co/NQPcdK81U1",,,8,14,,en,,27,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,3.7
salesforce,2020-02-03 23:16:53,1224471852577243136,We put our customers at the center of everything that we do - IdeaExchange and True to the Core help us do that.… https://t.co/q6e5jLzsfV,We put our customers at the center of everything that we do - IdeaExchange and True to the Core help us do that.… https://t.co/q6e5jLzsfV,,,13,41,,en,,27,14.81,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
Nasdaq,2020-02-08 16:00:01,1226173847134752769,“Our goal &amp; hope in convening the working group &amp; publishing this report is to advance the debate &amp; spur the Commis… https://t.co/DI11FmbkBl,“Our goal &amp; hope in convening the working group &amp; publishing this report is to advance the debate &amp; spur the Commis… https://t.co/DI11FmbkBl,,,1,2,,en,,27,3.7,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,7.41,0.0,14.81,0.0,0.0,0.0,0.0,3.7
salesforce,2020-02-15 20:30:05,1228778526855311362,"Fact: Employees who feel their voice is heard at work are nearly 5️⃣x more likely to perform their best work.

Ever… https://t.co/TSG1YGXgqP","Fact: Employees who feel their voice is heard at work are nearly 5️⃣x more likely to perform their best work.

Ever… https://t.co/TSG1YGXgqP",,,16,39,,en,,27,0.0,0.0,7.41,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,7.41,0.0,11.11,3.7,0.0,14.81,0.0,0.0,0.0,0.0,3.7
Cognizant,2020-02-18 21:00:28,1229873337582727168,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/KYegLg0qKI,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/KYegLg0qKI,,,1,10,,en,,27,11.11,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,7.41,0.0,0.0,0.0,0.0,3.7
Cognizant,2020-02-27 19:02:05,1233105036231790594,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/xb5PX2E4j3,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/xb5PX2E4j3,,,0,21,,en,,27,11.11,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,7.41,0.0,0.0,0.0,0.0,3.7
Cognizant,2020-03-06 20:00:44,1236018899394736130,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/uXP4hS6WF8,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/uXP4hS6WF8,,,2,3,,en,,27,11.11,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,7.41,0.0,0.0,0.0,0.0,3.7
Nasdaq,2020-03-10 21:48:50,1237495653628088321,"How does @SoFi work to ""Get Your Money Right?"" It starts with a workplace where values are front and center.

Take… https://t.co/9WdJe3tUIK","How does @SoFi work to ""Get Your Money Right?"" It starts with a workplace where values are front and center.

Take… https://t.co/9WdJe3tUIK",,,9,19,,en,,27,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7,7.41,0.0,3.7,0.0,0.0,0.0,0.0,3.7
SPGlobal,2020-03-10 22:30:19,1237506094236200960,"With #COVID-19 now present in over 70 countries, the surge of cases outside China is a rising risk to global econom… https://t.co/UWnTXIYxoy","With #COVID-19 now present in over 70 countries, the surge of cases outside China is a rising risk to global econom… https://t.co/UWnTXIYxoy",,,1,1,,en,,27,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,3.7
salesforce,2020-03-11 00:21:37,1237534103852838912,"""Go for your dreams, even if you don't get what you want -- you'll have a life of amazing stories.""

In the latest… https://t.co/UbWkKxE8Go","""Go for your dreams, even if you don't get what you want -- you'll have a life of amazing stories.""

In the latest… https://t.co/UbWkKxE8Go",,,10,33,,en,,27,0.0,3.7,3.7,3.7,3.7,0.0,0.0,0.0,0.0,18.52,0.0,0.0,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,3.7,0.0,0.0,0.0,3.7
Cognizant,2020-03-15 12:01:58,1239159906898456577,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/iZd757jTj2,We’re committed to the growth and training of our employees to ensure their success with us and in the field of dig… https://t.co/iZd757jTj2,,,2,12,,en,,27,11.11,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,7.41,0.0,0.0,0.0,0.0,3.7
salesforce,2020-03-18 16:00:35,1240307118474956800,"We stand with our Asian communities around the globe, and against xenophobia or racism of any kind as we all work t… https://t.co/XcqtA7CXBw","We stand with our Asian communities around the globe, and against xenophobia or racism of any kind as we all work t… https://t.co/XcqtA7CXBw",,,157,487,,en,,27,11.11,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-03-25 00:00:24,1242602196782514176,Turmoil in the bond markets is yet another feature of the current crisis. #GSAM’s fixed income team discusses why i… https://t.co/18G7D4kyFy,Turmoil in the bond markets is yet another feature of the current crisis. #GSAM’s fixed income team discusses why i… https://t.co/18G7D4kyFy,,,2,12,,en,,27,0.0,0.0,0.0,3.7,0.0,3.7,3.7,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,3.7,11.11,3.7,0.0,0.0,0.0,3.7
GoldmanSachs,2020-03-27 14:33:56,1243546801862557696,"We’re happy to help where we can. That’s why $GS has donated approximately 600,000 N95 masks to hospitals. Read mor… https://t.co/9Q88GlNWKc","We’re happy to help where we can. That’s why $GS has donated approximately 600,000 N95 masks to hospitals. Read mor… https://t.co/9Q88GlNWKc",,,10,46,,en,,27,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
Nasdaq,2020-03-28 13:00:02,1243885559736676352,"THREAD: In this unprecedented time, we are reminded of the heroes who work daily to help others. We celebrate the h… https://t.co/8djR5TBlPi","THREAD: In this unprecedented time, we are reminded of the heroes who work daily to help others. We celebrate the h… https://t.co/8djR5TBlPi",,,23,54,,en,,27,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,18.52,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,3.7
GoldmanSachs,2020-03-31 21:00:18,1245093586976280576,"WATCH: “Although we haven’t likely seen the lows yet in this cycle, we would expect to see a decent rebound when it… https://t.co/W0xKVsRTG8","WATCH: “Although we haven’t likely seen the lows yet in this cycle, we would expect to see a decent rebound when it… https://t.co/W0xKVsRTG8",,,3,15,,en,,27,7.41,3.7,0.0,3.7,3.7,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
salesforce,2020-04-01 22:00:34,1245471140094623745,"SMBs are so often at the heart of our everyday lives and we want them to know they’re not alone.

@EOrtegon explain… https://t.co/IfEGWiZDot","SMBs are so often at the heart of our everyday lives and we want them to know they’re not alone.

@EOrtegon explain… https://t.co/IfEGWiZDot",,,3,11,,en,,27,7.41,3.7,0.0,3.7,0.0,3.7,0.0,0.0,3.7,18.52,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-04-03 20:00:09,1246165614504312837,“We’re actually encouraged by the amount of dialogue we see in the M&amp;A environment.” - $GS President and COO John W… https://t.co/vNHPB0LKWm,“We’re actually encouraged by the amount of dialogue we see in the M&amp;A environment.” - $GS President and COO John W… https://t.co/vNHPB0LKWm,,,7,11,,en,,27,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
salesforce,2020-04-05 23:00:06,1246935675892576262,"In our new work-from-home reality, parents are the new teachers. Here are some tips for anyone struggling with this… https://t.co/7h45kqoRLv","In our new work-from-home reality, parents are the new teachers. Here are some tips for anyone struggling with this… https://t.co/7h45kqoRLv",,,6,26,,en,,27,3.7,0.0,0.0,3.7,0.0,3.7,3.7,0.0,0.0,11.11,3.7,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,7.41,0.0,3.7,0.0,0.0,3.7
GoldmanSachs,2020-04-06 17:00:09,1247207480289001473,“We’re actually encouraged by the amount of dialogue we see in the M&amp;A environment.” - $GS President and COO John W… https://t.co/i7SzpagUcq,“We’re actually encouraged by the amount of dialogue we see in the M&amp;A environment.” - $GS President and COO John W… https://t.co/i7SzpagUcq,,,0,10,,en,,27,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7
Nasdaq,2020-04-08 12:57:16,1247871130972696577,Markets today are taking a breather on the realization that this pandemic isn't going to be a short bout of pain fo… https://t.co/I0HxhCZJwG,Markets today are taking a breather on the realization that this pandemic isn't going to be a short bout of pain fo… https://t.co/I0HxhCZJwG,,,7,18,,en,,27,0.0,3.7,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7
GoldmanSachs,2020-04-08 17:30:10,1247939809882054659,"How is tech benefiting from the work-from-home, play-at-home and deliver-to-home tailwinds? Learn more with #GSAM p… https://t.co/pDUP2kVhjT","How is tech benefiting from the work-from-home, play-at-home and deliver-to-home tailwinds? Learn more with #GSAM p… https://t.co/pDUP2kVhjT",,,2,14,,en,,27,0.0,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,7.41,3.7,11.11,0.0,0.0,3.7
GoldmanSachs,2020-04-11 13:30:08,1248966566189858817,"How is tech benefiting from the work-from-home, play-at-home and deliver-to-home tailwinds? Learn more with #GSAM p… https://t.co/LciNchkMaJ","How is tech benefiting from the work-from-home, play-at-home and deliver-to-home tailwinds? Learn more with #GSAM p… https://t.co/LciNchkMaJ",,,9,19,,en,,27,0.0,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,7.41,3.7,11.11,0.0,0.0,3.7
